Name,SMILES_x,DDPD-ID,Drug-Name,Molecular-Weight,Molecular-Formula,data_source
codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,DDPD00318,Codeine,299.3642,C18H21NO3,original
coenzyme m,OS(=O)(=O)CCS,DDPD09110,Coenzyme M,142.197,C2H6O3S2,original
colchiceine,COC1=C(OC)C(OC)=C2C(CCC(NC(C)=O)C3=CC(=O)C(O)=CC=C23)=C1,,,385.4,C21H23NO6,PubChem
colchicine,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O,DDPD01394,Colchicine,399.437,C22H25NO6,original
colfosceril palmitate,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,DDPD09114,Colfosceril palmitate,734.0389,C40H80NO8P,original
colistimethate,CCC(C)CCCCC(=O)NC(CCNCS([O-])(=O)=O)C(=O)NC(C(C)O)C(=O)NC(CCNCS([O-])(=O)=O)C(=O)NC1CCNC(=O)C(NC(=O)C(CCNCS([O-])(=O)=O)NC(=O)C(CCNCS([O-])(=O)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS([O-])(=O)=O)NC1=O)C(C)O,DDPD01111,Colistimethate,1634.87,C58H105N16O28S5,original
colistin,CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)C(NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,DDPD00803,Colistin,1155.455,C52H98N16O13,original
conivaptan,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,DDPD00872,Conivaptan,498.5744,C32H26N4O2,original
copanlisib,COC1=C(OCCCN2CCOCC2)C=CC2=C1N=C(NC(=O)C1=CN=C(N)N=C1)N1CCN=C21,DDPD12483,Copanlisib,480.529,C23H28N8O4,original
copper,[Cu],DDPD09130,Copper,63.546,Cu,original
copper cu-64,[64Cu],,,63.929764,Cu,PubChem
copper gluconate,[Cu++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O,,,453.84,C12H22CuO14,PubChem
copper oxodotreotide cu-64,[64Cu++].C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC(O)=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(O)=O,,,1497.5,C65H88CuN14O19S2,PubChem
cortisone acetate,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,DDPD01380,Cortisone acetate,402.4807,C23H30O6,original
creatine,CN(CC(O)=O)C(N)=N,DDPD00148,Creatine,131.1332,C4H9N3O2,original
crisaborole,OB1OCC2=C1C=CC(OC1=CC=C(C=C1)C#N)=C2,DDPD05219,Crisaborole,251.05,C14H10BNO3,original
crizotinib,C[C@@H](OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl,DDPD08865,Crizotinib,450.337,C21H22Cl2FN5O,original
cromoglicic acid,OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O,DDPD01003,Cromoglicic acid,468.3665,C23H16O11,original
crotamiton,CCN(C(=O)C=CC)C1=CC=CC=C1C,DDPD00265,Crotamiton,203.2802,C13H17NO,original
cupric chloride,Cl[Cu]Cl,DDPD09131,Cupric Chloride,134.452,Cl2Cu,original
cupric oxide,[O--].[Cu++],DDPD11134,Cupric oxide,79.545,CuO,original
cupric sulfate,[Cu++].[O-]S([O-])(=O)=O,DDPD06778,Cupric sulfate,159.609,CuO4S,original
curcumin,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O,DDPD11672,Curcumin,368.3799,C21H20O6,original
cyanocobalamin,C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2N=C1\C(C)=C1/N=C(/C=C3\N=C(\C(\C)=C4\[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]2(C)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2,DDPD00115,Cyanocobalamin,1355.3652,C63H88CoN14O14P,original
cyanocobalamin co-57,[57Co+3].[C-]#N.C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)C2[N-]\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)\[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)/C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=[NH]C2=C1C=C(C)C(C)=C2,,,1353.4,C63H88CoN14O14P,PubChem
cyanocobalamin co-60,[60Co+3].[C-]#N.C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)C2[N-]\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)\[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)/C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2,,,1356.4,C63H88CoN14O14P,PubChem
cyclacillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1(N)CCCCC1)C(O)=O,DDPD01000,Cyclacillin,341.426,C15H23N3O4S,original
cyclandelate,CC1CC(CC(C)(C)C1)OC(=O)C(O)C1=CC=CC=C1,DDPD04838,Cyclandelate,276.3707,C17H24O3,original
cyclizine,CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,DDPD01176,Cyclizine,266.3807,C18H22N2,original
cyclobenzaprine,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,DDPD00924,Cyclobenzaprine,275.3874,C20H21N,original
cycloguanil,CC1(C)N=C(N)N=C(N)N1C1=CC=C(Cl)C=C1,,,251.71,C11H14ClN5,PubChem
cyclopenthiazide,NS(=O)(=O)C1=CC2=C(NC(CC3CCCC3)NS2(=O)=O)C=C1Cl,,,379.9,C13H18ClN3O4S2,PubChem
cyclopentolate,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1,DDPD00979,Cyclopentolate,291.3853,C17H25NO3,original
cyclophosphamide,ClCCN(CCCl)P1(=O)NCCCO1,DDPD00531,Cyclophosphamide,261.086,C7H15Cl2N2O2P,original
cycloserine,N[C@@H]1CONC1=O,DDPD00260,Cycloserine,102.0919,C3H6N2O2,original
cyclosporine,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,DDPD00091,Cyclosporine,1202.635,C62H111N11O12,original
cyclothiazide,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C1CC2CC1C=C2,DDPD00606,Cyclothiazide,389.878,C14H16ClN3O4S2,original
cycrimine,OC(CCN1CCCCC1)(C1CCCC1)C1=CC=CC=C1,DDPD00942,Cycrimine,287.4397,C19H29NO,original
cyproheptadine,CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12,DDPD00434,Cyproheptadine,287.3981,C21H21N,original
cyproterone acetate,[H][C@@]12C[C@]1([H])[C@@]1(C)C(=CC2=O)C(Cl)=C[C@@]2([H])[C@]3([H])CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@]12[H],DDPD04839,Cyproterone acetate,416.938,C24H29ClO4,original
cysteamine,NCCS,DDPD00847,Cysteamine,77.149,C2H7NS,original
cysteine,N[C@@H](CS)C(O)=O,DDPD00151,Cysteine,121.158,C3H7NO2S,original
cystine,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,DDPD00138,Cystine,240.3,C6H12N2O4S2,original
cytarabine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,DDPD00987,Cytarabine,243.2166,C9H13N3O5,original
dabigatran,CN1C(CNC2=CC=C(C=C2)C(N)=N)=NC2=C1C=CC(=C2)C(=O)N(CCC(O)=O)C1=NC=CC=C1,,,471.5,C25H25N7O3,PubChem
dabigatran etexilate,CCCCCCOC(=O)\N=C(\N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=NC=CC=C3)N2C)C=C1,DDPD06695,Dabigatran etexilate,627.7332,C34H41N7O5,original
dabrafenib,CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1,DDPD08912,Dabrafenib,519.562,C23H20F3N5O2S2,original
dacarbazine,CN(C)\N=N\C1=C(N=CN1)C(N)=O,DDPD00851,Dacarbazine,182.187,C6H10N6O,original
daclatasvir,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CN=C(N1)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C,DDPD09102,Daclatasvir,738.89,C40H50N8O6,original
dacomitinib,COC1=C(NC(=O)\C=C\CN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,DDPD11963,Dacomitinib,469.939,C24H25ClFN5O2,original
dactinomycin,[H][C@@]12CCCN1C(=O)[C@H](NC(=O)[C@@H](NC(=O)C1=C3N=C4C(OC3=C(C)C=C1)=C(C)C(=O)C(N)=C4C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]3([H])CCCN3C(=O)[C@H](NC1=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C,DDPD00970,Dactinomycin,1255.417,C62H86N12O16,original
dalfampridine,NC1=CC=NC=C1,DDPD06637,Dalfampridine,94.1145,C5H6N2,original
dalfopristin,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2[C@H]1C(=O)O[C@H](C(C)C)[C@H](C)\C=C\C(=O)NC\C=C\C(\C)=C\[C@@H](O)CC(=O)CC1=NC(=CO1)C2=O,DDPD01764,Dalfopristin,690.85,C34H50N4O9S,original
d-alpha-tocopherol acetate,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(C)C(OC(C)=O)=C(C)C(C)=C2O1,DDPD14002,D-alpha-Tocopherol acetate,472.7428,C31H52O3,original
d-alpha-tocopherol acetate,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(C)C(OC(C)=O)=C(C)C(C)=C2O1,DDPD14003,alpha-Tocopherol acetate,N.A.,N.A.,original
danazol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC3=C(C[C@]12C)C=NO3,DDPD01406,Danazol,337.4553,C22H27NO2,original
dantrolene,[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O,DDPD01219,Dantrolene,314.257,C14H10N4O5,original
dantron,OC1=CC=CC2=C1C(=O)C1=C(C=CC=C1O)C2=O,DDPD04816,Dantron,240.2109,C14H8O4,original
dapagliflozin,CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1,DDPD06292,Dapagliflozin,408.873,C21H25ClO6,original
dapiprazole,CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1,DDPD00298,Dapiprazole,325.4512,C19H27N5,original
dapsone,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,DDPD00250,Dapsone,248.301,C12H12N2O2S,original
daptomycin,CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](CC(=O)C2=CC=CC=C2N)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCN)NC(=O)CNC1=O)[C@H](C)CC(O)=O,DDPD00080,Daptomycin,1620.693,C72H101N17O26,original
daridorexant,COC1=CC(C(=O)N2CCC[C@@]2(C)C2=NC3=C(N2)C=CC(Cl)=C3C)=C(C=C1)N1N=CC=N1,,,450.9,C23H23ClN6O2,PubChem
darifenacin,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,DDPD00496,Darifenacin,426.55,C28H30N2O2,original
darolutamide,C[C@@H](CN1C=CC(=N1)C1=CC=C(C#N)C(Cl)=C1)NC(=O)C1=NNC(=C1)C(C)O,DDPD12941,Darolutamide,398.85,C19H19ClN6O2,original
darunavir,[H][C@@]12CCO[C@]1([H])OC[C@@H]2OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1,DDPD01264,Darunavir,547.664,C27H37N3O7S,original
dasabuvir,COC1=C(C=C(C=C1C1=CC2=CC=C(NS(C)(=O)=O)C=C2C=C1)N1C=CC(=O)NC1=O)C(C)(C)C,DDPD09183,Dasabuvir,493.58,C26H27N3O5S,original
dasatinib,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,DDPD01254,Dasatinib,488.006,C22H26ClN7O2S,original
daunorubicin,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(C)=O)C(O)=C1C2=O,DDPD00694,Daunorubicin,527.5199,C27H29NO10,original
debrisoquine,NC(=N)N1CCC2=CC=CC=C2C1,DDPD04840,Debrisoquine,175.2303,C10H13N3,original
decamethonium,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,DDPD01245,Decamethonium,258.4863,C16H38N2,original
decitabine,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1,DDPD01262,Decitabine,228.2053,C8H12N4O4,original
deferasirox,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,DDPD01609,Deferasirox,373.3615,C21H15N3O4,original
deferiprone,CN1C=CC(=O)C(O)=C1C,DDPD08826,Deferiprone,139.1519,C7H9NO2,original
deferoxamine,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,DDPD00746,Deferoxamine,560.684,C25H48N6O8,original
deflazacort,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@]([H])(O)C[C@]3(C)[C@@]1(N=C(C)O2)C(=O)COC(C)=O,DDPD11921,Deflazacort,441.524,C25H31NO6,original
degarelix,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=C(NC(N)=O)C=C1)NC(=O)[C@H](CC1=CC=C(NC(=O)[C@@H]2CC(=O)NC(=O)N2)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,DDPD06699,Degarelix,1632.29,C82H103ClN18O16,original
dehydrocholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])C(=O)C[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC(=O)[C@]12C)[C@H](C)CCC(O)=O,DDPD11622,Dehydrocholic acid,402.531,C24H34O5,original
delafloxacin,NC1=NC(N2C=C(C(O)=O)C(=O)C3=CC(F)=C(N4CC(O)C4)C(Cl)=C23)=C(F)C=C1F,DDPD11943,Delafloxacin,440.76,C18H12ClF3N4O4,original
delamanid,C[C@]1(COC2=CC=C(C=C2)N2CCC(CC2)OC2=CC=C(OC(F)(F)F)C=C2)CN2C=C(N=C2O1)[N+]([O-])=O,DDPD11637,Delamanid,534.492,C25H25F3N4O6,original
delavirdine,CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2,DDPD00705,Delavirdine,456.561,C22H28N6O3S,original
demecarium,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,DDPD00944,Demecarium,556.7797,C32H52N4O4,original
demeclocycline,[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C([C@H]2O)C(Cl)=CC=C1O,DDPD00618,Demeclocycline,464.853,C21H21ClN2O8,original
deoxycholic acid,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,DDPD03619,Deoxycholic acid,392.572,C24H40O4,original
dequalinium,CC1=CC(N)=C2C=CC=CC2=[N+]1CCCCCCCCCC[N+]1=C(C)C=C(N)C2=C1C=CC=C2,DDPD04209,Dequalinium,456.6654,C30H40N4,original
deserpidine,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2,DDPD01089,Deserpidine,578.6527,C32H38N2O8,original
desflurane,FC(F)OC(F)C(F)(F)F,DDPD01189,Desflurane,168.0378,C3H2F6O,original
desipramine,CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C12,DDPD01151,Desipramine,266.3807,C18H22N2,original
deslanoside,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1,DDPD01078,Deslanoside,943.0791,C47H74O19,original
desloratadine,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1,DDPD00967,Desloratadine,310.821,C19H19ClN2,original
desmopressin,NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(N)=O,DDPD00035,Desmopressin,1069.22,C46H64N14O12S2,original
desogestrel,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],DDPD00304,Desogestrel,310.473,C22H30O,original
desonide,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DDPD01260,Desonide,416.5073,C24H32O6,original
desoximetasone,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DDPD00547,Desoximetasone,376.4617,C22H29FO4,original
desoxycorticosterone acetate,[H][C@@]12CC[C@H](C(=O)COC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,,,372.5,C23H32O4,PubChem
desvenlafaxine,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,DDPD06700,Desvenlafaxine,263.3752,C16H25NO2,original
deucravacitinib,[2H]C([2H])([2H])NC(=O)C1=C(NC2=CC=CC(C3=NN(C)C=N3)=C2OC)C=C(NC(=O)C2CC2)N=N1,,,425.5,C20H22N8O3,PubChem
deutetrabenazine,[2H]C([2H])([2H])OC1=CC2=C(C=C1OC([2H])([2H])[2H])[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,DDPD12161,Deutetrabenazine,323.466,C19H27NO3,original
dexamethasone,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DDPD01234,Dexamethasone,392.4611,C22H29FO5,original
dexamethasone acetate,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,,,434.5,C24H31FO6,PubChem
dexamethasone metasulfobenzoate,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COC(=O)C3=CC=CC(=C3)S(O)(=O)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,,,576.6,C29H33FO9S,PubChem
dexbrompheniramine,CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1,DDPD00405,Dexbrompheniramine,319.239,C16H19BrN2,original
dexchlorpheniramine maleate,OC(=O)\C=C/C(O)=O.CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,DDPD09555,Dexchlorpheniramine maleate,390.86,C20H23ClN2O4,original
dexfenfluramine,CCN[C@@H](C)CC1=CC=CC(=C1)C(F)(F)F,DDPD01191,Dexfenfluramine,231.2573,C12H16F3N,original
dexibuprofen,CC(C)CC1=CC=C(C=C1)[C@H](C)C(O)=O,DDPD09213,Dexibuprofen,206.2808,C13H18O2,original
dexketoprofen,[H][C@@](C)(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,DDPD09214,Dexketoprofen,254.2806,C16H14O3,original
dexlansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1C[S@@](=O)C1=NC2=CC=CC=C2N1,DDPD05351,Dexlansoprazole,369.36,C16H14F3N3O2S,original
dexmedetomidine,C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1,DDPD00633,Dexmedetomidine,200.2795,C13H16N2,original
dexmethylphenidate,[H][C@@](C(=O)OC)(C1=CC=CC=C1)[C@@]1([H])CCCCN1,DDPD06701,Dexmethylphenidate,233.3062,C14H19NO2,original
dexpanthenol,CC(C)(CO)[C@@H](O)C(=O)NCCCO,DDPD09357,Dexpanthenol,205.2515,C9H19NO4,original
dexrazoxane,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,DDPD00380,Dexrazoxane,268.2691,C11H16N4O4,original
dextroamphetamine,C[C@H](N)CC1=CC=CC=C1,DDPD01576,Dextroamphetamine,135.2062,C9H13N,original
dextromethorphan,[H][C@]12CCCC[C@]11CCN(C)[C@H]2CC2=C1C=C(OC)C=C2,DDPD00514,Dextromethorphan,271.404,C18H25NO,original
dextropropoxyphene,CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1,DDPD00647,Dextropropoxyphene,339.4712,C22H29NO2,original
dextrothyroxine,N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,DDPD00509,Dextrothyroxine,776.87,C15H11I4NO4,original
dezocine,[H][C@@]12CC3=CC=C(O)C=C3[C@@](C)(CCCCC1)[C@H]2N,DDPD01209,Dezocine,245.3599,C16H23NO,original
d-glucose,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O,DDPD01914,D-glucose,180.1559,C6H12O6,original
diacerein,CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O,DDPD11994,Diacerein,368.297,C19H12O8,original
diacetyl benzoyl lathyrol,C[C@H]1C[C@@]2(OC(C)=O)[C@H]([C@H]1OC(=O)C1=CC=CC=C1)[C@@H](OC(C)=O)C(=C)CC[C@H]1[C@@H](\C=C(C)\C2=O)C1(C)C,,,522.6,C31H38O7,PubChem
diaminopropanol tetraacetic acid,OC(CN(CC(O)=O)CC(O)=O)CN(CC(O)=O)CC(O)=O,,,322.27,C11H18N2O9,PubChem
diamorphine,[H][C@@]12C=C[C@H](OC(C)=O)[C@@H]3OC4=C(OC(C)=O)C=CC5=C4[C@]13CCN(C)[C@@H]2C5,DDPD01452,Diamorphine,369.411,C21H23NO5,original
diatrizoate,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,DDPD00271,Diatrizoate,613.9136,C11H9I3N2O4,original
diazepam,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,DDPD00829,Diazepam,284.74,C16H13ClN2O,original
diazolidinylurea,OCNC(=O)N(CO)C1N(CO)C(=O)N(CO)C1=O,,,278.22,C8H14N4O7,PubChem
diazoxide,CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2,DDPD01119,Diazoxide,230.671,C8H7ClN2O2S,original
dibekacin,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1,DDPD13270,Dibekacin,451.521,C18H37N5O8,original
dibenzepin,CN(C)CCN1C2=CC=CC=C2N(C)C2=CC=CC=C2C1=O,,,295.4,C18H21N3O,PubChem
dichloralphenazone,OC(O)C(Cl)(Cl)Cl.OC(O)C(Cl)(Cl)Cl.CN1N(C(=O)C=C1C)C1=CC=CC=C1,DDPD01495,Dichloralphenazone,519.032,C15H18Cl6N2O5,original
dichloroacetic acid,OC(=O)C(Cl)Cl,DDPD08809,Dichloroacetic acid,128.942,C2H2Cl2O2,original
dichlorobenzyl alcohol,OCC1=C(Cl)C=C(Cl)C=C1,DDPD13269,Dichlorobenzyl alcohol,177.02,C7H6Cl2O,original
