compound_name,NO.,IUPAC_name,SMILES,CID,logBB,BBB+/BBB-,Inchi,threshold,reference,group,comments,source,MW,AMW,SLogP,SMR,TopoPSA,TopoPSA(NO),nHBAcc,nHBDon,nRot,nAromAtom,nAromBond,nRing,nHetero,nC,nN,nO,nS,HybRatio,FCSP3,apol,bpol,LabuteASA,Lipinski,GhoseFilter
docetaxel,1198,"[(1s,2s,3r,4s,7r,9s,10s,12r,15s)-4-acetyloxy-1,9,12-trihydroxy-15-[(2r,3s)-2-hydroxy-3-[(2-methylpropan-2-yl)oxycarbonylamino]-3-phenylpropanoyl]oxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,148124.0|3143.0|9877265.0|nan,,BBB-,"InChI=1S/C43H53NO14/c1-22-26(55-37(51)32(48)30(24-15-11-9-12-16-24)44-38(52)58-39(3,4)5)20-43(53)35(56-36(50)25-17-13-10-14-18-25)33-41(8,34(49)31(47)29(22)40(43,6)7)27(46)19-28-42(33,21-54-28)57-23(2)45/h9-18,26-28,30-33,35,46-48,53H,19-21H2,1-8H3,(H,44,52)/t26-,27-,28+,30-,31+,32+,33-,35-,41+,42-,43+/m0/s1",-1.0,R1|R27|R30||R19|R27||R6|R6||R27|R30|,B,,classification,807.3466053760015,7.273392841225239,3.259600000000002,203.6043999999994,224.45,224.45,14,5,8,12,12,6,15,43,1,14,0,0.5581395348837209,0.5581395348837209,119.478029,66.7599710000001,336.1909090656998,0,0
dofetilide,7779,n-[4-[2-[2-[4-(methanesulfonamido)phenoxy]ethyl-methylamino]ethyl]phenyl]methanesulfonamide,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,71329.0,,BBB-,"InChI=1S/C19H27N3O5S2/c1-22(13-12-16-4-6-17(7-5-16)20-28(2,23)24)14-15-27-19-10-8-18(9-11-19)21-29(3,25)26/h4-11,20-21H,12-15H2,1-3H3",,R14|R15|R27|,D,,classification,441.1392129640008,7.877485945785728,1.9829,116.513,121.57,104.81,6,2,11,12,12,2,10,19,3,5,2,0.3684210526315789,0.3684210526315789,62.84341099999997,44.98458900000004,172.5377471780938,1,1
dolasetron,5406,"(10-oxo-8-azatricyclo[5.3.1.03,8]undecan-5-yl) 1h-indole-3-carboxylate",O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12,3148.0|3033818.0,,BBB+,"InChI=1S/C19H20N2O3/c22-18-10-21-12-5-11(18)6-13(21)8-14(7-12)24-19(23)16-9-20-17-4-2-1-3-15(16)17/h1-4,9,11-14,20H,5-8,10H2",,R14|R23||R15|R27|,C,,classification,324.1473925000006,7.366986193181831,2.519000000000001,88.74920000000004,62.4,62.4,4,1,2,9,10,6,5,19,2,3,0,0.4736842105263157,0.4736842105263157,49.67185999999999,25.81614,139.5155209698193,1,1
domperidone,172,6-chloro-3-[1-[3-(2-oxo-3h-benzimidazol-1-yl)propyl]piperidin-4-yl]-1h-benzimidazol-2-one,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,3151.0|3151.0|3151.0|3151.0|3151.0|3151.0|3151.0|3151.0|3151.0|3151.0|3151.0|3151.0|3151.0|3151.0|3151.0|3151.0|3151.0|3151.0|3151.0|3151.0|,-0.8,BBB+,"InChI=1S/C22H24ClN5O2/c23-15-6-7-20-18(14-15)25-22(30)28(20)16-8-12-26(13-9-16)10-3-11-27-19-5-2-1-4-17(19)24-21(27)29/h1-2,4-7,14,16H,3,8-13H2,(H,24,29)(H,25,30)",,R27|R47|R3|R18|R26|R38|R41|R40|R8|R21|R27|R2|R2|R5|R25|R36|R39|R46|R49|,A,,classification|regression,425.1618526880007,7.873367642370384,3.353200000000002,119.4554,78.82,78.82,5,2,5,18,20,5,8,22,5,2,0,0.3636363636363636,0.3636363636363636,62.02703199999999,32.592968,177.4292360249599,1,1
donepezil,954,"2-[(1-benzylpiperidin-4-yl)methyl]-5,6-dimethoxy-2,3-dihydroinden-1-one",COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,3152.0|1150567.0|3152.0|3152.0|3152.0|3152.0|3152.0|3152.0|3152.0|3152.0|3152.0|3152.0|3152.0|3152.0|3152.0|3152.0|3152.0|,0.89,BBB+,"InChI=1S/C24H29NO3/c1-27-22-14-19-13-20(24(26)21(19)15-23(22)28-2)12-17-8-10-25(11-9-17)16-18-6-4-3-5-7-18/h3-7,14-15,17,20H,8-13,16H2,1-2H3",,R18|R26|R27|R2|R2|R8|R27|R40|R21|R25|R27|R43|R46|R47|R4||R24|R27|R30|,A,,classification|regression,379.2147437880008,6.652890241894752,4.361100000000004,110.1305,38.77,38.77,4,0,6,12,12,4,4,24,1,3,0,0.4583333333333333,0.4583333333333333,62.92299699999998,35.14300300000001,167.0045866205227,1,1
dopamine,4002,"n'-(3-chloro-2-methylphenyl)-n-[[(1s)-1-hydroxy-6-methoxy-3,4-dihydro-2h-naphthalen-1-yl]methyl]oxamide",COc1ccc2c(c1)CCC[C@@]2(O)CNC(=O)C(=O)Nc1cccc(Cl)c1C,100000681.0,,BBB-,"InChI=1S/C21H23ClN2O4/c1-13-17(22)6-3-7-18(13)24-20(26)19(25)23-12-21(27)10-4-5-14-11-15(28-2)8-9-16(14)21/h3,6-9,11,27H,4-5,10,12H2,1-2H3,(H,23,25)(H,24,26)/t21-/m1/s1",-1.0,R16|R16|R10|R10|,B,,classification,402.1346348960007,7.884992841098052,2.935820000000001,107.6572,87.66,87.66,4,3,4,12,12,3,7,21,2,4,0,0.3333333333333333,0.3333333333333333,57.99423899999998,28.195761,168.4009589774895,1,1
dorzolamide,5481,"(4s,6s)-4-(ethylamino)-6-methyl-7,7-dioxo-5,6-dihydro-4h-thieno[2,3-b]thiopyran-2-sulfonamide",CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,5284549.0|3154.0,,BBB-,"InChI=1S/C10H16N2O4S3/c1-3-12-8-4-6(2)18(13,14)10-7(8)5-9(17-10)19(11,15)16/h5-6,8,12H,3-4H2,1-2H3,(H2,11,15,16)/t6-,8-/m0/s1",,R15||R23|,C,,classification,324.0272199920004,9.257920571200012,0.612,73.37470000000003,151.33,106.33,6,2,3,5,5,2,9,10,2,4,3,0.6,0.6,41.47668799999997,31.82331199999999,116.5315150775813,1,1
doxapram,1609,"1-ethyl-4-(2-morpholin-4-ylethyl)-3,3-diphenylpyrrolidin-2-one",CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,3156.0,,BBB+,"InChI=1S/C24H30N2O2/c1-2-26-19-22(13-14-25-15-17-28-18-16-25)24(23(26)27,20-9-5-3-6-10-20)21-11-7-4-8-12-21/h3-12,22H,2,13-19H2,1H3",-1.0,R1|R13|R19|R6|R14|R23|R27|R27|R30|,B,,classification,378.2307282000008,6.521219451724152,3.173300000000001,111.2840000000001,32.78,32.78,3,0,6,12,12,4,4,24,2,2,0,0.4583333333333333,0.4583333333333333,63.88778999999997,36.12021000000001,167.6508750612192,1,1
doxazosin mesylate,7783,"[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)piperazin-1-yl]-(2,3-dihydro-1,4-benzodioxin-3-yl)methanone",COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,3157.0,,BBB-,"InChI=1S/C23H25N5O5/c1-30-18-11-14-15(12-19(18)31-2)25-23(26-21(14)24)28-9-7-27(8-10-28)22(29)20-13-32-16-5-3-4-6-17(16)33-20/h3-6,11-12,20H,7-10,13H2,1-2H3,(H2,24,25,26)",,R14|R15|R23|,D,,classification,451.1855689000007,7.779061532758633,1.717799999999999,122.2004000000001,112.27,112.27,9,1,4,16,17,5,10,23,5,5,0,0.3478260869565217,0.3478260869565217,64.58982499999999,38.02217500000003,190.357535597191,1,1
doxepin,994,"(3e)-3-(6h-benzo[c][1]benzoxepin-11-ylidene)-n,n-dimethylpropan-1-amine",CN(C)CC/C=C1\c2ccccc2COc2ccccc21,667477.0|3158.0|100003158.0|667477.0|667477.0|667477.0||3158.0|3158.0|,1.0,BBB+,"InChI=1S/C19H21NO/c1-20(2)13-7-11-17-16-9-4-3-8-15(16)14-21-19-12-6-5-10-18(17)19/h3-6,8-12H,7,13-14H2,1-2H3/b17-11+",-1.0,R2|R2|R27||R25|R46||R16|R10|R10|,A,,classification|regression,279.1623142920006,6.646721768857157,3.962400000000003,87.46600000000005,12.47,12.47,2,0,3,12,12,3,2,19,1,1,0,0.2631578947368421,0.2631578947368421,47.63465299999998,24.513347,126.221036840334,1,1
doxercalciferol,5583,"(5e)-5-[(2e)-2-[1-[(e)-5,6-dimethylhept-3-en-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1h-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol",C=C1/C(=C/C=C2\CCCC3(C)C2CCC3C(C)/C=C/C(C)C(C)C)CC(O)CC1O,6122659.0,,BBB-,"InChI=1S/C28H44O2/c1-18(2)19(3)9-10-20(4)25-13-14-26-22(8-7-15-28(25,26)6)11-12-23-16-24(29)17-27(30)21(23)5/h9-12,18-20,24-27,29-30H,5,7-8,13-17H2,1-4,6H3/b10-9+,22-11+,23-12+",,R23|,C,,classification,412.3341306480012,5.57208284659461,6.611800000000009,127.0316000000001,40.46,40.46,2,2,5,0,0,3,2,28,0,2,0,0.7142857142857143,0.7142857142857143,77.70289199999996,44.14110800000003,184.4052500316053,0,0
doxorubicin,169,"(7s,9s)-7-[(2r,4s,5s,6s)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7h-tetracene-5,12-dione",COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,31703.0|5625.0|100001690.0|31703.0|31703.0|,-0.83,BBB+,"InChI=1S/C27H29NO11/c1-10-22(31)13(28)6-17(38-10)39-15-8-27(36,16(30)9-29)7-12-19(15)26(35)21-20(24(12)33)23(32)11-4-3-5-14(37-2)18(11)25(21)34/h3-5,10,13,15,17,22,29,31,33,35-36H,6-9,28H2,1-2H3/t10-,13-,15-,17-,22+,27-/m0/s1",-1.0,R21|R8||R1|R13|R19|R28|R9|R14|R15|R23|R24|R27|R27|R30|R36||R16|R16|R10|R10|,A,,classification|regression,543.1740607480007,7.987853834529422,0.0012999999999993,131.7543999999999,206.07,206.07,12,6,5,12,12,5,12,27,1,11,0,0.4444444444444444,0.4444444444444444,74.34899699999998,36.33500300000002,222.0813970275672,0,0
doxorubicin (epirubicin),7447,"(7r,9r)-7-[(2r,4s,5s,6s)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7h-tetracene-5,12-dione",COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)(C(=O)CO)C[C@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,15558394.0,,BBB-,"InChI=1S/C27H29NO11/c1-10-22(31)13(28)6-17(38-10)39-15-8-27(36,16(30)9-29)7-12-19(15)26(35)21-20(24(12)33)23(32)11-4-3-5-14(37-2)18(11)25(21)34/h3-5,10,13,15,17,22,29,31,33,35-36H,6-9,28H2,1-2H3/t10-,13-,15+,17-,22+,27+/m0/s1",,R27|R30|,C,,classification,543.1740607480007,7.987853834529422,0.0012999999999993,131.7543999999999,206.07,206.07,12,6,5,12,12,5,12,27,1,11,0,0.4444444444444444,0.4444444444444444,74.34899699999998,36.33500300000002,222.0813970275672,0,0
doxycycline,4439,"4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-n-(pyrrolidin-1-ylmethyl)-4,4a,5,5a-tetrahydrotetracene-2-carboxamide",CN(C)C1C(=O)C(C(=O)NCN2CCCC2)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,54687414.0|93077228.0,,BBB-,"InChI=1S/C27H33N3O8/c1-26(37)13-7-6-8-16(31)17(13)21(32)18-14(26)11-15-20(29(2)3)22(33)19(24(35)27(15,38)23(18)34)25(36)28-12-30-9-4-5-10-30/h6-8,14-15,20,31-32,35,37-38H,4-5,9-12H2,1-3H3,(H,28,36)",-1.0,R19|R23|R27|R36||R27|R30|,B,,classification,527.2267650160007,7.425729084732405,0.3132000000000033,134.7337,170.87,170.87,10,6,4,6,6,5,11,27,3,8,0,0.5185185185185185,0.5185185185185185,76.81016899999997,39.69983100000002,219.2179214284665,0,0
doxylamine,883,"n,n-dimethyl-2-(1-phenyl-1-pyridin-2-ylethoxy)ethanamine",CN(C)CCOC(C)(c1ccccc1)c1ccccn1,3162.0|25271652.0|3162.0|3162.0|3162.0|3162.0|3162.0|3162.0|3162.0|3162.0|3162.0|3162.0|3162.0|3162.0|3162.0||25271652.0|25271652.0|25271652.0|25271652.0|25271652.0|,0.64,BBB+,"InChI=1S/C17H22N2O/c1-17(20-14-13-19(2)3,15-9-5-4-6-10-15)16-11-7-8-12-18-16/h4-12H,13-14H2,1-3H3",,R8|R40|R3|R18|R20|R21|R26|R27|R27|R38|R41|R43|R47||R2|R2|R25|R27|R46|,A,,classification|regression,270.1732133240004,6.432695555333344,2.923300000000001,81.63900000000005,25.36,25.36,3,0,6,12,12,2,3,17,2,1,0,0.3529411764705882,0.3529411764705882,46.06144599999998,26.656554,120.7711768925974,1,1
dronabinol,550,"(6ar,10ar)-6,6,9-trimethyl-3-pentyl-6a,7,8,10a-tetrahydrobenzo[c]chromen-1-ol",CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,16078.0|2978.0|16078.0|16078.0|16078.0|16078.0|16078.0|,0.0,BBB+,"InChI=1S/C21H30O2/c1-5-6-7-8-15-12-18(22)20-16-11-14(2)9-10-17(16)21(3,4)23-19(20)13-15/h11-13,16-17,22H,5-10H2,1-4H3/t16-,17-/m1/s1",,R2|R2|R25|R27|R46||R14|R14|R23|R37|,A,,classification|regression,314.2245802000008,5.928765664150959,5.735800000000006,95.26480000000006,29.46,29.46,2,1,4,6,6,3,2,21,0,2,0,0.6190476190476191,0.6190476190476191,56.67778999999997,31.83221,140.1120484779063,0,0
dronedarone,5719,n-[2-butyl-3-[4-[3-(dibutylamino)propoxy]benzoyl]-1-benzofuran-5-yl]methanesulfonamide,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,208898.0,,BBB-,"InChI=1S/C31H44N2O5S/c1-5-8-12-29-30(27-23-25(32-39(4,35)36)15-18-28(27)38-29)31(34)24-13-16-26(17-14-24)37-22-11-21-33(19-9-6-2)20-10-7-3/h13-18,23,32H,5-12,19-22H2,1-4H3",,R23|,C,,classification,556.2970935080011,6.702374620578327,7.049000000000008,159.5349999999997,97.23,88.85,6,1,18,15,16,3,8,31,2,5,1,0.5161290322580645,0.5161290322580645,90.21889199999995,57.41710800000008,233.5140461418925,0,0
droperidol,2363,"3-[1-[4-(4-fluorophenyl)-4-oxobutyl]-3,6-dihydro-2h-pyridin-4-yl]-1h-benzimidazol-2-one",O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3168.0|100003168.0,,BBB+,"InChI=1S/C22H22FN3O2/c23-17-9-7-16(8-10-17)21(27)6-3-13-25-14-11-18(12-15-25)26-20-5-2-1-4-19(20)24-22(26)28/h1-2,4-5,7-11H,3,6,12-15H2,(H,24,28)",-1.0,R1|R13|R19|R6|R14|R15|R23|R24|R26|R27|R27|R27|R30|R30||R16|R10|R10|,B,,classification,379.1696051640006,7.583392103280012,3.678400000000003,107.8532,58.1,58.1,4,1,6,15,16,4,6,22,3,2,0,0.2727272727272727,0.2727272727272727,56.87044599999999,28.909554,161.6463998629254,1,1
drotaverine,7752,"(1z)-1-[(3,4-diethoxyphenyl)methylidene]-6,7-diethoxy-3,4-dihydro-2h-isoquinoline",CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC,1712095.0,,BBB+,"InChI=1S/C24H31NO4/c1-5-26-21-10-9-17(14-22(21)27-6-2)13-20-19-16-24(29-8-4)23(28-7-3)15-18(19)11-12-25-20/h9-10,13-16,25H,5-8,11-12H2,1-4H3/b20-13-",,R50|,C,,classification,397.2253084720009,6.620421807866681,4.925200000000005,117.1377000000001,48.95,48.95,5,1,9,12,12,3,5,24,1,4,0,0.4166666666666667,0.4166666666666667,65.05858299999997,38.61341700000001,173.1764116142425,1,1
droxidopa,5356,"2-amino-3-(3,4-dihydroxyphenyl)-3-hydroxypropanoic acid",NC(C(=O)O)C(O)c1ccc(O)c(O)c1,3171.0,,BBB+,"InChI=1S/C9H11NO5/c10-7(9(14)15)8(13)4-1-2-5(11)6(12)3-4/h1-3,7-8,11-13H,10H2,(H,14,15)",,R14|R23|,C,,classification,213.063722452,8.194758555846153,-0.4569000000000002,50.34260000000002,124.01,124.01,5,5,3,6,6,1,6,9,1,5,0,0.2222222222222222,0.2222222222222222,27.47472299999998,11.333277,85.20457726852732,1,0
dual-release hydrocortisone,7499,"(8r,9r,10s,11r,13r,14r,17s)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1h-cyclopenta[a]phenanthren-3-one",C[C@@]12CCC(=O)C=C1CC[C@H]1[C@H]2[C@H](O)C[C@]2(C)[C@@H]1CC[C@@]2(O)C(=O)CO,40488894.0,,BBB+,"InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m1/s1",,R27|,C,,classification,362.2093240600008,6.468023643928585,1.7816,95.14240000000004,94.83,94.83,5,3,2,0,0,4,5,21,0,5,0,0.8095238095238095,0.8095238095238095,59.08378999999996,31.83221,154.0309111261361,1,1
duloxetine,1914,n-methyl-3-naphthalen-1-yloxy-3-thiophen-2-ylpropan-1-amine,CNCCC(Oc1cccc2ccccc12)c1cccs1,122252.0|60835.0|10334821.0,,BBB+,"InChI=1S/C18H19NOS/c1-19-12-11-17(18-10-5-13-21-18)20-16-9-4-7-14-6-2-3-8-15(14)16/h2-10,13,17,19H,11-12H2,1H3",-1.0,R1|R19|R14|R23|R27|R27|R30|R37||R13|R6|R24|R34||R26|R27|R30|,B,,classification,297.1187352280006,7.427968380700014,4.630900000000003,90.17970000000004,49.5,21.26,3,1,6,15,16,3,3,18,1,1,1,0.2222222222222222,0.2222222222222222,47.53106699999998,23.826933,128.9337009984091,1,1
dutasteride,5150,"n-[2,5-bis(trifluoromethyl)phenyl]-9a,11a-dimethyl-7-oxo-1,2,3,3a,3b,4,5,5a,6,9b,10,11-dodecahydroindeno[5,4-f]quinoline-1-carboxamide",CC12C=CC(=O)NC1CCC1C2CCC2(C)C(C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CCC12,21874792.0|nan,,BBB-,"InChI=1S/C27H30F6N2O2/c1-24-11-9-17-15(4-8-21-25(17,2)12-10-22(36)35-21)16(24)6-7-19(24)23(37)34-20-13-14(26(28,29)30)3-5-18(20)27(31,32)33/h3,5,10,12-13,15-17,19,21H,4,6-9,11H2,1-2H3,(H,34,37)(H,35,36)",,R14||R23|,C,,classification,528.2211475200008,7.883897724179117,6.576100000000006,124.0224000000001,58.2,58.2,2,2,2,6,6,5,10,27,2,2,0,0.6296296296296297,0.6296296296296297,72.23979,39.65021000000002,210.7982408603856,0,0
dyclonine hydrochloride,1552,1-(4-butoxyphenyl)-3-piperidin-1-ylpropan-1-one;hydrochloride,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,3180.0,,BBB-,"InChI=1S/C18H27NO2/c1-2-3-15-21-17-9-7-16(8-10-17)18(20)11-14-19-12-5-4-6-13-19/h7-10H,2-6,11-15H2,1H3",-1.0,R1|R13|R27|R30|,B,,classification,289.2041791040008,6.025087064666683,3.924200000000004,86.08350000000006,29.54,29.54,3,0,8,6,6,2,3,18,1,2,0,0.6111111111111112,0.6111111111111112,50.76741099999997,31.400589,127.8397783384811,1,1
dydrogesterone,5084,"17-acetyl-10,13-dimethyl-1,2,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-one",CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C,3181.0,,BBB-,"InChI=1S/C21H28O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h4-5,12,16-19H,6-11H2,1-3H3",,R14|R23|,C,,classification,312.2089301360008,6.121743728156878,4.499500000000004,90.78700000000003,34.14,34.14,2,0,1,0,0,4,2,21,0,2,0,0.7142857142857143,0.7142857142857143,55.34420399999997,29.825796,138.9586068373638,1,1
dyphylline,5348,"7-(2,3-dihydroxypropyl)-1,3-dimethylpurine-2,6-dione",Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,3182.0,,BBB-,"InChI=1S/C10H14N4O4/c1-12-8-7(9(17)13(2)10(12)18)14(5-11-8)3-6(16)4-15/h5-6,15-16H,3-4H2,1-2H3",,R14|,C,,classification,254.101504928,7.940672029,-2.213099999999999,63.30760000000002,102.28,102.28,8,2,3,9,10,2,8,10,4,4,0,0.5,0.5,33.64310199999998,22.050898,101.3473087513346,1,0
ecenofloxacin,6603,"7-[(1r,5s,6s)-6-amino-1-methyl-3-azabicyclo[3.2.0]heptan-3-yl]-1-cyclopropyl-6-fluoro-4-oxo-1,8-naphthyridine-3-carboxylic acid",C[C@@]12C[C@H](N)[C@@H]1CN(c1nc3c(cc1F)c(=O)c(C(=O)O)cn3C1CC1)C2,178066.0,,BBB-,"InChI=1S/C19H21FN4O3/c1-19-5-14(21)12(19)7-23(8-19)17-13(20)4-10-15(25)11(18(26)27)6-24(9-2-3-9)16(10)22-17/h4,6,9,12,14H,2-3,5,7-8,21H2,1H3,(H,26,27)/t12-,14-,19-/m0/s1",,R24|,C,,classification,372.1597687520006,7.753328515666678,1.7422,97.59370000000004,101.45,101.45,6,2,3,10,11,5,8,19,4,3,0,0.5263157894736842,0.5263157894736842,53.09565299999998,27.906347,154.1417426199214,1,1
echothiophate,5747,2-diethoxyphosphorylsulfanylethyl(trimethyl)azanium,CCOP(=O)(OCC)SCC[N+](C)(C)C,10548.0,,BBB-,"InChI=1S/C9H23NO3PS/c1-6-12-14(11,13-7-2)15-9-8-10(3,4)5/h6-9H2,1-5H3/q+1",,R23|,C,,classification,256.11307764609,6.739817832791842,2.6069,66.21590000000005,70.64,35.53,4,0,8,0,0,0,6,9,1,3,1,1.0,1.0,40.40223899999997,37.53376100000001,97.19031862364646,1,1
econazole,2238,"1-[2-[(4-chlorophenyl)methoxy]-2-(2,4-dichlorophenyl)ethyl]imidazole",Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,3198.0|100003198.0,,BBB-,"InChI=1S/C18H15Cl3N2O/c19-14-3-1-13(2-4-14)11-24-18(10-23-8-7-22-12-23)16-6-5-15(20)9-17(16)21/h1-9,12,18H,10-11H2",-1.0,R1|R15|R23|R27|R30||R16|R10|R10|,B,,classification,380.0249961400004,9.74423067025642,5.801400000000003,97.67100000000002,27.05,27.05,3,0,6,17,17,3,6,18,2,1,0,0.1666666666666666,0.1666666666666666,49.603895,21.164105,155.3025416735229,0,0
ectylurea,2635,(z)-n-carbamoyl-2-ethylbut-2-enamide,C/C=C(/CC)C(=O)NC(N)=O,5895404.0|7214.0,,BBB+,"InChI=1S/C7H12N2O2/c1-3-5(4-2)6(10)9-7(8)11/h3H,4H2,1-2H3,(H3,8,9,10,11)/b5-3-",-1.0,R13|R6|R27|R30||R19|R27|,B,,classification,156.089877624,6.786516418434783,0.5376000000000003,41.7741,72.19,72.19,2,2,2,0,0,0,4,7,2,2,0,0.4285714285714285,0.4285714285714285,23.49551599999998,13.774484,65.45209776273323,1,0
edaravone,1390,5-methyl-2-phenyl-4h-pyrazol-3-one,CC1=NN(c2ccccc2)C(=O)C1,4021.0|4351114.0,,BBB+,"InChI=1S/C10H10N2O/c1-8-7-10(13)12(11-8)9-5-3-2-4-6-9/h2-6H,7H2,1H3",-1.0,R1|R19|R6|R24|R27|R27|R27|R30|R30||R23|,B,,classification,174.07931294,7.56866578,1.7992,51.65400000000002,32.67,32.67,2,0,1,6,6,2,3,10,2,1,0,0.2,0.2,26.36992999999998,12.61007,76.6721546998964,1,1
edoxaban,5767,"n'-(5-chloropyridin-2-yl)-n-[4-(dimethylcarbamoyl)-2-[(5-methyl-6,7-dihydro-4h-[1,3]thiazolo[5,4-c]pyridine-2-carbonyl)amino]cyclohexyl]oxamide",CN1CCc2nc(C(=O)NC3CC(C(=O)N(C)C)CCC3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,11635624.0,,BBB-,"InChI=1S/C24H30ClN7O4S/c1-31(2)24(36)13-4-6-15(27-20(33)21(34)30-19-7-5-14(25)11-26-19)17(10-13)28-22(35)23-29-16-8-9-32(3)12-18(16)37-23/h5,7,11,13,15,17H,4,6,8-10,12H2,1-3H3,(H,27,33)(H,28,35)(H,26,30,34)",,R23|,C,,classification,547.1768511200008,8.166818673432848,1.289600000000001,139.2486,164.87,136.63,8,3,5,11,11,4,13,24,7,4,1,0.5,0.5,76.07178999999998,43.94821000000005,223.5141765994404,0,0
edrophoniumchloride,5494,ethyl-(3-hydroxyphenyl)-dimethylazanium;chloride,CC[N+](C)(C)c1cccc(O)c1,3202.0,,BBB-,"InChI=1S/C10H15NO/c1-4-11(2,3)9-6-5-7-10(12)8-9/h5-8H,4H2,1-3H3/p+1",,R15|R23|R27|,C,,classification,166.12264055209,5.932951448288928,1.979,52.28980000000004,20.23,20.23,1,1,2,6,6,1,2,10,1,1,0,0.4,0.4,29.27068799999997,18.331312,73.6552104860781,1,1
efavirenz,1233,4-(4-benzhydryloxypiperidin-1-yl)-1-(4-tert-butylphenyl)butan-1-one,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,3191.0|64139.0|3203.0|100003203.0,,BBB-,"InChI=1S/C32H39NO2/c1-32(2,3)28-18-16-25(17-19-28)30(34)15-10-22-33-23-20-29(21-24-33)35-31(26-11-6-4-7-12-26)27-13-8-5-9-14-27/h4-9,11-14,16-19,29,31H,10,15,20-24H2,1-3H3",-1.0,R1|R7|R13|R19|R28|R9|R14|R24|R27|R27|R29|R30|R36||R1|R9|R24|R27|R27|R30||R13|R19|R28|R14|R23|R27|R36||R16|R10|,B,,classification,469.2980794880011,6.341865939027042,7.217600000000008,143.9804999999998,29.54,29.54,3,0,9,18,18,4,3,32,1,2,0,0.40625,0.40625,82.14892699999997,43.43907300000003,210.6838509794023,0,0
